,id,amenity,est,nor,Ai,centers,label
48004,1417628228,pharmacy,538158.42,182751.638,16.76,False,119
48005,1419006149,clothes,525574.237,179902.743,64.26,False,54
48006,1419006169,cafe,525585.384,179881.888,67.38,False,54
48007,1419006274,cafe,525582.009,179891.752,65.96,False,54
48008,1419006297,restaurant,525588.823,179872.849,68.6,False,54
48009,1419006347,electronics,525578.467,179898.497,64.96,False,54
48010,1419006355,antiques,525587.147,179877.414,68.0,False,54
48011,1419136870,restaurant,517037.95,180544.878,30.14,False,141
48012,1419164429,bank,517648.338,180723.507,98.85,False,141
48013,1419164432,cafe,517596.068,180713.019,90.22,False,141
48014,1419164445,stationery,517613.478,180716.947,93.34,False,141
48015,1419164446,charity,517590.144,180711.58,89.06,False,141
48016,1419164449,restaurant,517619.41,180718.386,94.31,False,141
48017,1419164450,restaurant,517625.167,180718.887,95.3,False,141
48018,1419168250,bicycle rental,531595.026,180043.808,76.95,False,72
48019,1419168259,bicycle rental,531640.831,180044.438,75.06,False,72
48020,1419213069,restaurant,517480.581,180642.401,69.65,False,141
48021,1419213090,convenience,517649.89,180684.388,101.35,False,141
48022,1419213093,restaurant,517551.204,180660.01,82.63,False,141
48023,1419213096,sports,517587.062,180668.082,89.72,False,141
48024,1419213100,restaurant,517610.543,180674.945,94.29,False,141
48025,1419213102,cafe,517569.087,180664.229,86.27,False,141
48026,1419213111,houseware,517557.24,180661.073,83.88,False,141
48027,1419213114,bank,517644.799,180683.247,100.48,False,141
48028,1419213115,restaurant,517563.256,180662.692,85.1,False,141
48029,1419213119,dry cleaning,517474.087,180641.328,68.51,False,141
48030,1419213121,pharmacy,517616.376,180676.37,95.4,False,141
48031,1419213124,beauty,517486.137,180643.831,70.6,False,141
48032,1419213131,restaurant,517502.06,180647.537,73.29,False,141
48033,1419213132,cafe,517574.814,180665.752,87.38,False,141
48034,1419238401,bar,525778.867,179505.293,66.72,False,158
48035,1420024638,pub,534369.524,182594.067,45.88,False,150
48036,1420042285,pub,534783.644,182711.105,48.65,False,150
48037,1420306044,convenience,524896.79,179219.032,40.31,False,158
48038,1420306045,electronics,524910.044,179227.147,41.31,False,158
48039,1420306046,musical instrument,524915.359,179230.727,41.66,False,158
48040,1420306047,laundry,524971.809,179267.953,45.42,False,158
48041,1420306050,hairdresser,524903.017,179222.846,40.8,False,158
48042,1420306053,restaurant,524924.316,179235.876,42.2,False,158
48043,1420306056,hardware,524943.386,179246.092,43.37,False,158
48044,1420456388,cafe,525001.455,179282.19,47.77,False,158
48045,1420456389,photo,525026.698,179294.394,49.68,False,158
48046,1420456391,hairdresser,525041.246,179300.927,50.62,False,158
48047,1420456392,Health,525034.366,179297.475,50.21,False,158
48048,1420456394,cafe,525058.481,179308.116,51.51,False,158
48049,1420456395,copyshop,524985.96,179274.855,46.54,False,158
48050,1420456399,dentist,525052.364,179305.251,51.23,False,158
48051,1420915849,estate agent,518109.72,180792.846,61.43,False,141
48052,1420929517,charity,518107.219,180796.226,61.91,False,141
48054,1422007056,parking,529478.107,180382.439,186.42,False,13
48055,1422007078,parking,529466.378,180309.691,158.24,False,13
48056,1422372045,shelter,530175.258,188106.994,43.5,False,11
48057,1422516977,cafe,522795.182,189220.904,20.13,False,87
48058,1422891431,restaurant,524798.015,187639.756,14.61,False,156
48059,1422901221,funeral directors,517593.966,179717.562,25.49,False,141
48060,1422901224,cafe,517721.116,179816.445,25.47,False,141
48061,1422901245,estate agent,517593.827,179723.589,25.53,False,141
48062,1424609245,fast food,529365.358,186795.803,82.46,False,103
48063,1425277733,clothes,525736.934,179700.359,83.94,False,54
48064,1425277774,clothes,525763.861,179712.296,81.3,False,54
48065,1425277791,clothes,525704.754,179695.301,85.92,False,54
48066,1425277800,clothes,525739.431,179701.622,83.71,False,54
48067,1425277816,clothes,525719.594,179698.405,85.05,False,54
48068,1425277843,clothes,525772.94,179715.291,80.36,False,54
48069,1425277892,clothes,525729.777,179699.414,84.43,False,54
48070,1426893650,museum,532067.661,188209.233,27.1,False,117
48071,1426913240,cafe,531449.913,188256.303,17.18,False,11
48072,1427422069,doctors,528787.157,182127.639,80.94,False,98
48073,1427501640,parking,525314.231,179490.851,66.07,False,54
48074,1427518599,fast food,528918.909,183947.9,148.64,False,98
48075,1427518601,bank,528912.154,183890.946,154.83,False,98
48076,1427518616,shelter,528864.279,183841.861,154.04,False,98
48077,1427518621,hairdresser,528920.163,183953.451,147.48,False,98
48078,1427518639,alcohol,528920.812,183966.976,144.67,False,98
48079,1427521096,shelter,528925.383,183971.687,143.0,False,98
48080,1427521097,cafe,528921.175,183970.968,143.75,False,98
48081,1427525674,hairdresser,528942.068,184314.531,84.01,False,98
48082,1427525897,beauty,528946.493,184354.746,80.56,False,98
48083,1427526889,hairdresser,528947.894,184374.688,79.07,False,98
48084,1427526890,restaurant,528947.236,184367.572,79.61,False,98
48085,1427527128,cafe,528959.314,184421.424,75.68,False,98
48086,1427527137,restaurant,528957.699,184415.63,76.07,False,98
48087,1427527694,carpet,528960.692,184446.106,74.55,False,98
48088,1427527695,laundry,528960.502,184440.76,74.77,False,98
48089,1427527698,cafe,528959.838,184463.064,73.98,False,98
48090,1427528243,beauty,528960.94,184480.306,73.26,False,98
48091,1427528244,fast food,528960.054,184500.381,72.36,False,98
48092,1427528246,convenience,528960.848,184476.543,73.42,False,98
48093,1427528247,clothes,528960.45,184470.09,73.69,False,98
48094,1427528248,cafe,528959.785,184507.429,71.99,False,98
48095,1427528249,fast food,528959.717,184495.354,72.64,False,98
48096,1427528250,hairdresser,528960.626,184488.789,72.9,False,98
48097,1427528572,pawnbroker,528956.514,184525.839,71.22,False,98
48098,1428315641,pub,526626.312,181219.51,129.73,False,29
48099,1428315763,cafe,528846.441,178929.829,101.83,False,82
48104,1431667514,beauty,517911.348,180480.61,64.26,False,141
48105,1431667535,musical instrument,517906.535,180479.464,64.55,False,141
48106,1433216639,bar,532852.274,180152.441,92.52,False,52
48114,1435912449,car repair,526681.05,196012.779,14.41,False,15
48115,1437305576,school,525621.403,180726.649,74.04,False,54
48117,1438736319,convenience,532934.252,180175.637,86.81,False,52
48118,1439013284,pharmacy,536109.475,181689.614,23.01,False,153
48123,1439613836,fast food,540298.378,169022.335,71.37,False,67
48124,1439613988,mobile phone,540259.889,169300.175,78.02,False,67
48125,1440216789,dentist,542670.786,174679.65,38.3,False,128
48126,1440241436,bicycle,532696.875,181910.416,101.94,False,52
48127,1440404477,swimming pool,532703.037,176796.64,47.16,False,4
48128,1442134652,playground,528737.663,176116.631,24.16,False,62
48129,1444909727,toys,538210.433,184691.974,73.56,False,107
48130,1444909729,pub,538167.499,184677.005,70.21,False,107
48131,1445636883,cafe,535724.49,183856.075,27.44,False,150
48132,1445641663,bank,534975.908,184762.096,43.88,False,60
48133,1445644933,dry cleaning,533734.883,184810.693,53.73,False,48
48134,1445645169,cafe,533595.969,184805.449,66.21,False,48
48135,1445660978,department store,530624.656,185896.938,90.78,False,34
48136,1445662170,clothes,530503.916,185991.183,105.57,False,34
48137,1446080708,fast food,533107.606,181038.881,201.56,False,52
48138,1446667514,library,531588.329,179424.891,55.91,False,72
48139,1446829604,pub,530102.226,171766.283,12.28,False,105
48140,1448311257,cafe,533053.046,181862.464,136.97,False,52
48141,1448499908,convenience,537018.852,189796.882,41.88,False,17
48142,1448499914,restaurant,537078.641,189792.867,47.57,False,17
48143,1448832632,hairdresser,529378.89,182045.107,161.81,False,121
48144,1448832646,cafe,529477.842,181946.603,179.11,False,13
48145,1448838364,furniture,529441.378,182003.993,168.89,False,13
48146,1448838365,furniture,529462.144,181970.906,174.77,False,13
48147,1448838366,bookmaker,529436.525,182011.658,167.51,False,13
48148,1448838368,furniture,529459.811,181974.752,174.07,False,13
48149,1448838369,bar,529453.817,181990.679,171.08,False,13
48150,1448843092,hairdresser,529365.705,182131.309,148.89,False,121
48151,1448843094,furniture,529411.471,182060.191,159.24,False,121
48152,1448843095,furniture,529362.808,182135.508,148.33,False,121
48154,1449441685,confectionery,538406.574,184561.143,91.59,False,107
48155,1449441686,confectionery,538387.812,184583.212,93.44,False,107
48156,1449441687,jewellery,538393.557,184576.336,93.11,False,107
48157,1449441688,cafe,538352.704,184617.409,92.29,False,107
48158,1449441689,bar,538375.086,184597.443,93.44,False,107
48159,1452968656,pub,527406.941,178781.447,61.4,False,93
48161,1453545889,cafe,531679.715,174400.188,25.27,False,50
48165,1453875265,pub,527430.465,181600.819,113.14,False,133
48166,1453938344,dentist,537409.955,189893.343,60.17,False,17
48172,1455585958,hairdresser,530278.893,182461.746,120.96,False,121
48173,1455585960,cafe,530269.42,182458.432,122.38,False,121
48174,1455586029,parking,530427.081,182360.36,101.77,False,121
48175,1455618370,parking,530536.263,182543.617,89.15,False,121
48176,1455621433,cafe,530357.67,182494.122,108.7,False,121
48177,1455832781,parking,529661.781,183039.693,68.17,False,121
48179,1456548823,doctors,529756.891,182894.972,90.7,False,121
48180,1458524344,parking,537496.163,182840.493,36.03,False,119
48181,1459057091,bookmaker,530930.386,187280.936,78.09,False,37
48182,1459115408,cafe,536214.364,183223.613,43.79,False,153
48183,1459143080,confectionery,538186.551,184662.1,74.68,False,107
48184,1459143092,gift,538282.792,184637.803,88.02,False,107
48185,1459143095,fast food,538157.751,184661.383,70.09,False,107
48186,1459143103,clothes,538222.365,184664.3,78.94,False,107
48187,1459143107,shoes,538321.91,184622.911,91.68,False,107
48188,1459143110,restaurant,538146.769,184659.036,68.04,False,107
48189,1459143114,clothes,538313.247,184646.991,88.23,False,107
48190,1459143124,toys,538271.972,184638.621,87.02,False,107
48191,1459143126,confectionery,538161.961,184667.618,70.37,False,107
48192,1459143133,confectionery,538187.693,184644.081,76.16,False,107
48193,1459143139,clothes,538271.721,184659.024,84.27,False,107
48194,1459143143,clothes,538259.431,184641.251,85.51,False,107
48195,1459143146,deli,538164.655,184671.13,70.46,False,107
48196,1459143151,fast food,538177.273,184641.416,74.5,False,107
48197,1459143154,clothes,538302.288,184650.643,87.37,False,107
48198,1459143158,clothes,538292.96,184654.262,86.39,False,107
48199,1459143164,bakery,538176.499,184659.656,73.39,False,107
48200,1459143168,books,538201.887,184645.747,78.22,False,107
48201,1459143173,clothes,538259.024,184661.549,82.85,False,107
48202,1459143182,cafe,538151.46,184656.215,69.15,False,107
48203,1459143185,deli,538160.028,184664.928,70.26,False,107
48204,1459143194,mobile phone,538324.497,184644.138,88.79,False,107
48205,1459143205,jewellery,538216.535,184645.501,80.25,False,107
48206,1459143209,toys,538293.692,184634.016,89.22,False,107
48207,1459143215,toys,538231.917,184644.062,82.24,False,107
48208,1459143220,clothes,538316.631,184625.171,91.3,False,107
48209,1459143230,clothes,538305.75,184629.025,90.44,False,107
48210,1463052567,pharmacy,538706.343,194364.61,15.2,False,134
48211,1467996265,sports centre,523666.332,178601.914,31.21,False,151
48212,1468431614,convenience,530750.929,186247.833,95.27,False,34
48213,1470785972,supermarket,521339.473,168589.176,18.51,False,113
48214,1471037147,convenience,535678.345,183906.278,27.14,False,150
48215,1471037151,restaurant,535722.463,183864.389,27.44,False,150
48216,1471037157,pharmacy,535695.306,183961.315,25.36,False,150
48217,1471037166,pub,535757.484,183974.86,23.36,False,60
48218,1471037169,deli,535663.925,183958.428,25.47,False,150
48219,1471037180,restaurant,535701.085,183800.688,27.32,False,150
48220,1471037181,cafe,535623.373,183908.706,25.39,False,150
48221,1471037190,restaurant,535695.97,183828.472,27.76,False,150
48222,1471037192,convenience,535769.288,183979.247,22.78,False,60
48223,1471037198,restaurant,535696.7,183821.159,27.71,False,150
48225,1478094152,cafe,523730.41,179846.668,60.1,False,151
48226,1478094153,cafe,523741.764,179976.995,55.65,False,151
48227,1478158239,cinema,523451.39,180245.591,37.16,False,151
48228,1478158242,parking,525839.404,179738.622,71.09,False,54
48229,1478210424,pub,526566.121,179508.983,35.89,False,93
48230,1478210433,nightclub,526541.262,179507.463,36.16,False,93
48231,1478949229,cafe,533791.913,181183.891,129.17,False,52
48233,1480633468,car repair,518839.917,185297.678,45.27,False,36
48234,1481364253,cafe,525807.389,170012.185,18.66,False,9
48235,1481364254,florist,525828.137,170041.203,18.62,False,9
48236,1481364487,fast food,525807.447,170070.479,19.01,False,9
48237,1482387627,convenience,523666.006,177745.901,21.33,False,161
48241,1483282663,convenience,539158.792,179830.577,13.65,False,112
48242,1483529703,florist,526282.875,176887.684,18.95,False,149
48243,1483530020,convenience,526293.803,176574.739,20.07,False,149
48244,1485273409,florist,526133.111,193954.379,16.99,False,14
48245,1486129429,restaurant,540630.988,188300.384,16.38,False,120
48246,1486228718,restaurant,540598.0,188277.377,16.47,False,120
48247,1486228725,restaurant,540570.581,188353.973,19.17,False,120
48248,1486228733,restaurant,540616.193,188319.07,17.44,False,120
48249,1487990431,fast food,528367.584,181475.034,207.21,False,133
48250,1487990441,hairdresser,528368.634,181468.93,207.62,False,133
48251,1487990460,dry cleaning,528369.234,181463.871,207.9,False,133
48252,1487990467,dry cleaning,528401.136,181416.84,210.48,False,133
48253,1487990489,bureau de change,528371.683,181447.498,208.73,False,133
48259,1488718647,department store,514282.68,186755.192,22.26,False,129
48260,1488718648,kindergarten,514568.36,186743.716,22.28,False,129
48261,1488718649,community centre,514621.225,186784.186,22.18,False,129
48263,1488980615,restaurant,528412.32,181457.47,205.84,False,133
48264,1488980620,shoes,528413.075,181471.298,204.32,False,133
48265,1489149869,restaurant,528491.041,181335.302,214.12,False,133
48266,1489149885,hardware,528394.536,181393.941,212.49,False,133
48267,1489149894,hairdresser,528411.052,181383.553,213.61,False,133
48268,1489149895,hairdresser,528391.687,181393.212,212.44,False,133
48269,1489149910,pharmacy,528529.851,181348.167,206.13,False,133
48270,1489149922,restaurant,528419.793,181332.144,219.59,False,133
48271,1489149932,hairdresser,528401.019,181306.944,221.28,False,133
48272,1489521432,fast food,545147.047,179821.603,11.49,False,32
48273,1489521441,bookmaker,545151.589,179825.772,11.57,False,32
48274,1489521446,doctors,545162.935,179834.42,11.56,False,32
48276,1489521449,hairdresser,545157.365,179830.489,11.6,False,32
48278,1489585765,cafe,515533.112,187971.142,55.02,False,97
48279,1489585767,hairdresser,515534.529,187953.973,51.95,False,97
48280,1489585770,cafe,515532.552,187983.802,57.2,False,97
48281,1489585771,fast food,515530.667,188001.449,60.18,False,97
48282,1489585773,fast food,515551.693,188036.096,63.26,False,97
48283,1489585775,bakery,515534.321,187934.809,48.55,False,97
48284,1489585778,bar,515552.613,188003.929,58.74,False,97
48285,1489585779,hairdresser,515531.811,187993.542,58.86,False,97
48286,1489585808,police,515562.41,187879.86,38.54,False,97
48287,1489589638,hairdresser,515525.273,188049.503,67.3,False,97
48288,1489589639,variety store,515514.916,188139.511,75.93,False,97
48289,1489589640,fast food,515520.953,188077.231,70.89,False,97
48290,1489589641,bank,515542.524,188104.091,71.63,False,97
48291,1489589642,fast food,515544.067,188085.022,69.83,False,97
48292,1489589643,dry cleaning,515524.961,188055.582,68.1,False,97
48293,1489867301,swimming pool,543363.287,179261.303,12.82,False,32
48294,1489891514,sports centre,538354.37,175627.736,25.3,False,59
